Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App.,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
11/08/2016 12:00:00 AM,On Hold,Special Event,Athletic,Run/Walk,West Seattle 5K Run/Walk,S17MY016,05/21/2017 12:00:00 AM,05/21/2017 12:00:00 AM,,West Seattle,1,West,West Seattle High School PTSA,1400
11/08/2016 12:00:00 AM,On Hold,Special Event,Athletic,Run/Walk,Alki Beach Run,S17AU017,08/27/2017 12:00:00 AM,08/27/2017 12:00:00 AM,,West Seattle,1,West,Northwest Hope and Healing Foundation,1400
12/02/2016 12:00:00 AM,Complete,Special Event,Free Speech,,"Dr. Martin Luther King, Jr. Day March",S17JA018,01/13/2017 12:00:00 AM,01/13/2017 12:00:00 AM,,Columbia City,2,South,Orca K-8 PTSA,650
12/05/2016 12:00:00 AM,In Process,Valet Parking,,,Butler Valet - Memorial - The Ruins,S16DE521,12/07/2016 12:00:00 AM,12/07/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,150
12/05/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Luncheon - The Ruins,S16DE522,12/09/2016 12:00:00 AM,12/09/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,100
12/05/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Holiday Party - The Foundry by Herban Feast,S16DE523,12/09/2016 12:00:00 AM,12/09/2016 12:00:00 AM,,Sodo,2,West,Butler Valet,250
12/05/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Waste Management - The Foundry by Herban Feast,S16DE524,12/08/2016 12:00:00 AM,12/08/2016 12:00:00 AM,,Sodo,2,West,Butler Valet,200
12/06/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Axis Pioneer Square,S16DE525,12/14/2016 12:00:00 AM,12/14/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,75
12/06/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Showbox Seattle,S16DE526,12/17/2016 12:00:00 AM,12/17/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,60
12/06/2016 12:00:00 AM,Complete,Special Event,Community,,SLU Winter Market,S16DE527,12/15/2016 12:00:00 AM,12/15/2016 12:00:00 AM,,South Lake Union,3,West,Amazon Global Real Estate and Facilities / Urban Craft Uprising,780
12/05/2016 12:00:00 AM,In Process,Special Event,Athletic,Water,Polar Plunge Seattle,S17FE019,02/03/2017 12:00:00 AM,02/04/2017 12:00:00 AM,Golden Gardens Park,Ballard,6,North,Special Olympics Washington,1140
12/05/2016 12:00:00 AM,In Process,Special Event,Athletic,Water,Seattle Row for the Cure,S17SE020,09/17/2017 12:00:00 AM,09/17/2017 12:00:00 AM,Gas Works Park,Fremont,6,North,Seattle Row for the Cure,500
12/06/2016 12:00:00 AM,In Process,Special Event,Commercial,,Localicious - Living Future 2017,S17MY021,05/18/2017 12:00:00 AM,05/19/2017 12:00:00 AM,,Downtown,7,West,International Living Future Institute,1820
12/09/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Womxns March on Seattle,S17JA022,01/21/2017 12:00:00 AM,01/21/2017 12:00:00 AM,,Multiple Neighborhoods,2,West,Womens March on Washington,1500
12/09/2016 12:00:00 AM,Complete,Special Event,Free Speech,,MLK March for Peace and Justice,S17JA023,01/13/2017 12:00:00 AM,01/13/2017 12:00:00 AM,,Central District,3,East,Giddens School,
12/07/2016 12:00:00 AM,In Process,Special Event,Community,,Green Stripe,S17MR024,03/10/2017 12:00:00 AM,03/10/2017 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,110
12/07/2016 12:00:00 AM,In Process,Special Event,Community,,St. Patrick's Day Parade,S17MR025,03/11/2017 12:00:00 AM,03/11/2017 12:00:00 AM,,Downtown,7,West,Irish Heritage Club,5100
12/09/2016 12:00:00 AM,Cancelled,Special Event,Athletic,Run/Walk,March on 5K,S17MR026,03/11/2017 12:00:00 AM,03/17/2017 12:00:00 AM,Greenlake Park,Green Lake,6,North,March on 5K,170
12/12/2016 12:00:00 AM,In Process,Special Event,Citywide,,MLS Cup Championship March and Rally,S16DE528,12/13/2016 12:00:00 AM,12/13/2016 12:00:00 AM,,Downtown,7,West,Seattle Sounders FC,23300
12/12/2016 12:00:00 AM,In Process,Special Event,Community,,Seattle Spring Opener,S17JU027,06/04/2017 12:00:00 AM,06/04/2017 12:00:00 AM,,Georgetown,2,South,Seattle Spring Opener,480
12/13/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,Love On The Water,S17FE028,02/11/2017 12:00:00 AM,02/11/2017 12:00:00 AM,,Downtown,7,West,AEG Live,1870
12/13/2016 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Boat Show on Lake Union,S17JA029,01/27/2017 12:00:00 AM,02/04/2017 12:00:00 AM,,South Lake Union,4,West,Northwest Yacht Brokers Association,11780
12/12/2016 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,F5 St. Patrick's Day Dash,S17MR030,03/12/2017 12:00:00 AM,03/12/2017 12:00:00 AM,,Downtown,7,West,Detlef Schrempf Foundation,
12/09/2016 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,Float Dodger 5K,S17JY031,07/22/2017 12:00:00 AM,07/22/2017 12:00:00 AM,,West Seattle,1,Southwest,Run for Good Racing Co.,645
12/09/2016 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,Walk MS/ Run MS,S17AP032,04/09/2017 12:00:00 AM,04/09/2017 12:00:00 AM,,University District,4,North,National MS Society - Greater NW Chapter,4000
12/07/2016 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,Seattle Magazine Brunch Run,S17AP033,04/08/2017 12:00:00 AM,04/08/2017 12:00:00 AM,,Sand Point,4,North,Seattle Magazine and Run for Good Racing Co.,930
12/13/2016 12:00:00 AM,Complete,Special Event,Commercial,,National Geographic student matinee,S17JA034,01/24/2017 12:00:00 AM,01/24/2017 12:00:00 AM,,Downtown,7,West,National Geographic/Seattle Symphony,
12/12/2016 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,World Vision 6K For Water,S17MY035,05/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,Gas Works Park,Fremont,6,North,Bold Hat Productions / World Vision,1625
01/09/2017 12:00:00 AM,In Process,Special Event,Commercial,,Upstream Music Fest + Summit,S17MY061,05/11/2017 12:00:00 AM,05/13/2017 12:00:00 AM,,Sodo,2,West,"Vulcan, Inc.",35500
12/14/2016 12:00:00 AM,In Process,Special Event,Community,,Take Back the Night,S17AP036,04/27/2017 12:00:00 AM,04/27/2017 12:00:00 AM,,Downtown,7,West,Mayor's Office on Domestic Violence & Sexual Assault,1050
12/14/2016 12:00:00 AM,In Process,Special Event,Mixed Free Speech,,San Gennaro Festival,S17SE037,09/08/2017 12:00:00 AM,09/10/2017 12:00:00 AM,,Georgetown,2,South,San Gennaro Foundation-Seattle,
12/16/2016 12:00:00 AM,Complete,Special Event,Free Speech,,March for Aleppo,S16DE529,12/16/2016 12:00:00 AM,12/16/2016 12:00:00 AM,,Downtown,7,West,Americans for Refugees and Immigrants,275
12/21/2016 12:00:00 AM,In Process,,Community,,SODO Flea,S17FE038,02/11/2017 12:00:00 AM,02/11/2017 12:00:00 AM,,Sodo,2,West,SODO Flea,2000
12/21/2016 12:00:00 AM,Complete,Special Event,Free Speech,,MLK Annual Rally and March,S17JA039,01/16/2017 12:00:00 AM,01/16/2017 12:00:00 AM,,Central District,3,East,MLK Annual Celebration Committee,5000
12/21/2016 12:00:00 AM,In Process,Special Event,Community,,5th Annual Belltown Bash,S17AU040,08/01/2017 12:00:00 AM,08/01/2017 12:00:00 AM,,Belltown,7,West,CWD Group,515
12/22/2016 12:00:00 AM,On Hold,Special Event,Athletic,Run/Walk,Rock N Roll Seattle Marathon & 1/2 Marathon,S17JU041,06/17/2017 12:00:00 AM,06/18/2017 12:00:00 AM,Seward Park,Multiple Neighborhoods,2,West,"Competitor Group, Inc",32500
12/22/2016 12:00:00 AM,In Process,Special Event,Commercial,,WE Day Seattle,S17AP042,04/21/2017 12:00:00 AM,04/21/2017 12:00:00 AM,,Queen Anne,7,West,WE Charity,12100
12/29/2016 12:00:00 AM,In Process,,Commercial,,CBS Radio Hometown Hangar,S17JA043,01/07/2017 12:00:00 AM,01/07/2017 12:00:00 AM,,Sodo,2,West,CBS Seattle,770
12/27/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Annual Martin Luther King Jr. Youth March and Celebration,S17JA044,01/14/2017 12:00:00 AM,01/14/2017 12:00:00 AM,Martin Luther King Jr Memorial Park,Mount Baker,2,South,City of Seattle Parks & Recreation,200
12/27/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Ethiopian Orthodox Church Epiphany Celebration March,S17JA045,01/21/2017 12:00:00 AM,01/21/2017 12:00:00 AM,,Mount Baker,2,South,Ethiopian Orthodox Church - Seattle,620
12/28/2016 12:00:00 AM,In Process,Special Event,Commercial,,5th Ave Theatre Student Matinee for Pajama Game,S17MR046,03/16/2017 12:00:00 AM,03/17/2017 12:00:00 AM,,Downtown,7,West,The 5th Ave Theatre,1800
12/21/2016 12:00:00 AM,In Process,Special Event,Commercial,,National Geographic student matinee,S17FE047,02/28/2017 12:00:00 AM,02/28/2017 12:00:00 AM,,Downtown,7,West,National Geographic/Seattle Symphony,2200
12/21/2016 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,The Tenacious Ten Presented by Oiselle,S17AP048,04/22/2017 12:00:00 AM,04/22/2017 12:00:00 AM,Gas Works Park,Multiple Neighborhoods,3;4,East;North,Snohomish Running Company,3100
01/04/2017 12:00:00 AM,Complete,Special Event,Free Speech,,Our First Stand: Save Health Care Rally,S17JA049,01/15/2017 12:00:00 AM,01/15/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Congresswoman Pramila Jayapal,815
01/02/2017 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Fran's Chocolates,S17JA050,01/07/2017 12:00:00 AM,01/07/2017 12:00:00 AM,,Georgetown,2,South,Butler Valet,100
01/04/2017 12:00:00 AM,Complete,Special Event,Free Speech,,Dr. Martin Luther King JR. Birthday March (McDonald International),S17JA051,01/13/2017 12:00:00 AM,01/13/2017 12:00:00 AM,,Green Lake,6,North,McDonald International School,535
12/29/2016 12:00:00 AM,In Process,Special Event,Community,,Wallingford Family Parade,S17JY052,07/08/2017 12:00:00 AM,07/08/2017 12:00:00 AM,,Wallingford,4,North,Wallingford Family Parade,1550
12/29/2016 12:00:00 AM,In Process,Special Event,Athletic,Water,Fat Salmon Open Water Swim,S17JY053,07/15/2017 12:00:00 AM,07/15/2017 12:00:00 AM,Madison Park,Madison Park,3,East,Orca Swim Team,450
12/31/2016 12:00:00 AM,In Process,Special Event,Community,,Ballard SeafoodFest 2017,S17JY054,07/07/2017 12:00:00 AM,07/09/2017 12:00:00 AM,,Ballard,6,North,Ballard Alliance,48682
12/21/2016 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,Lake Union 10K,S17AU055,08/13/2017 12:00:00 AM,08/13/2017 12:00:00 AM,Lake Union Park,South Lake Union,4,West,Run for Good Racing Co. / 5Focus,1580
01/05/2017 12:00:00 AM,Complete,Special Event,Free Speech,,Inauguration Day Protest,S17JA056,01/20/2017 12:00:00 AM,01/20/2017 12:00:00 AM,Westlake Park,Downtown,7,West,Socialist Students,530
01/05/2017 12:00:00 AM,In Process,Special Event,Athletic,Run/Walk,Seattle to Portland,S17JY057,07/15/2017 12:00:00 AM,07/15/2017 12:00:00 AM,,Multiple Neighborhoods,4,North,Cascade Bicycle Club,10030
01/05/2017 12:00:00 AM,In Process,Special Event,Community,,Queen Anne Days Kiddies Parade,S17JY058,07/15/2017 12:00:00 AM,07/15/2017 12:00:00 AM,,Queen Anne,7,West,Queen Anne Chamber of Commerce,210
01/09/2017 12:00:00 AM,Complete,Special Event,Free Speech,,Inauguration Day Student Walkout Rally,S17JA059,01/20/2017 12:00:00 AM,01/20/2017 12:00:00 AM,,Capitol Hill,3,East,Socialist Students,
01/09/2017 12:00:00 AM,In Process,Special Event,Community,,Green Lake Food Walk,S17AP060,04/29/2017 12:00:00 AM,04/29/2017 12:00:00 AM,,Green Lake,6,North,Green Lake Chamber of Commerce,910
01/10/2017 12:00:00 AM,Cancelled,Special Event,Free Speech,,Ethiopian Orthodox Church Annual Epiphany Procession,S17JA063,01/21/2017 12:00:00 AM,01/22/2017 12:00:00 AM,,Rainier Valley,2,South,Ethiopian Orthodox Church,1300
01/10/2017 12:00:00 AM,In Process,Special Event,Citywide,,My Macy's Starlighting & Fireworks,S17NO064,11/24/2017 12:00:00 AM,11/24/2017 12:00:00 AM,,Downtown,7,West,"Macy's, Inc.",15022
01/11/2017 12:00:00 AM,Complete,Special Event,Community,,Lunar New Year Celebration,S17JA070,01/29/2017 12:00:00 AM,01/29/2017 12:00:00 AM,Hing Hay Park,International District,2,West,Chinatown-International District Business Improvement Area,5020
